id,name,text,trans,__parsed_extra
0000000000000,プロデューサー,実は……宣伝隊長のみんなに\nもうひとつ企画のオファーがあるんだ,其实……我收到了另一个企划的邀请\n于是想向各位宣传队长转达一下,
0000000000000,プロデューサー,漁港近くのロケ先なんだが……\nちょっとした地域ワークショップをやろうという企画で,拍摄地点在渔港附近……\n计划开展一场小规模的地方研讨会,
0000000000000,プロデューサー,みんなと同世代の現地の方と一緒に\nそれぞれのキャリアデザインの交流を図る目的だ,目的是和当地同龄人一起\n交流各自的职业规划,
4001073040422,一同,………………,………………,
4001073040430,灯織,……あの、プロデューサー\nそれもプロモーションの一環ということでしょうか,……那个，制作人\n这也是电影宣传的一部分吗？,
0000000000000,プロデューサー,もちろん、そういう狙いも兼ねてる\n撮影班が帯同して、PR動画として展開される予定だ,当然，也有这方面的目的\n摄影组会一同前往，计划要拍制成宣传视频,
0000000000000,プロデューサー,作品の背景や登場人物の理解のために\n少しでも、何かを知る機会になればいいなとも思ってる,希望能你们藉此机会\n加深对作品的背景和登场人物的理解,
0000000000000,プロデューサー,けど、俺としては────,但是，对我来说────,
4001073040431,一同,あははっ！,哈哈哈！,
4001073040440,真乃,被っちゃった……,撞车了……,
4001073040450,灯織,考えることは、一緒かな,想到一块去了呢,
4001073040460,めぐる,うん……！\nだって────,嗯……！\n因为────,
0000000000000,プロデューサー,俺としては……\nみんなが考えるきっかけになればいいなって思ってる,我个人希望……\n这能成为启发大家思考的契机,
0000000000000,プロデューサー,仕事として、プロモーションとして……\nそれも、もちろん大事なことだ,当然，这对工作来说，或对宣传来说……\n也都是很重要的,
0000000000000,プロデューサー,でも、それと同時に……\nいや、それ以上に────,但同时……\n不，更重要的是────,
4001073040470,めぐる,だって、プロデューサーが言ってくれたから……,因为制作人曾这样对我们说过……,
4001073040480,めぐる,あの時は見つからなかったけど……\nでも……！,虽然那时候没能找到……\n但是……！,
4001073040490,真乃,うん……っ,嗯……,
4001073040500,灯織,そうだね……\n何か……変わるかもしれない,是啊……\n或许……能发生些什么改变,
0000000000000,プロデューサー,自分で考えて、探して、見つけた言葉を\n世間の人たちに届けてほしい,希望你们能将自己思考、寻找、找到的话语\n传达给社会大众,
0000000000000,プロデューサー,それが、どんな形であれ\nきっとそれは────,无论是以何种形式\n也肯定是────,
4001073040510,めぐる,頑張ろう！,加油！,
4001073040511,真乃＆灯織,うん……,嗯……,
4001073040520,真乃,頑張ろう……っ,加油……,
0000000000000,プロデューサー,うん──────,嗯──────,
0000000000000,プロデューサー,────きっと、大丈夫だ,────一定没问题的,
0000000000000,ライター仲間,『媒体で書かせてもらってるんだろ？\nいいじゃん、食い扶持に困ってないなら』,（ライター仲間：记者的朋友）\n『你不是在媒体上写文章的吗？\n不错啊，要是不愁吃穿的话』\n,
0000000000000,ルポライター,……それは手段であって、目的じゃない\nエンタメ界隈で頑張ってる場合じゃないんだよ,……那只是手段，又不是目的\n现在的娱乐圈已不值得我去投入了,
0000000000000,ルポライター,日の目を浴びてる人間じゃなくて……もっとこう……\n誰にも見向きされないような、狭くて暗い────,不该聚焦于那些光鲜亮丽的人……应该聚焦于那些……\n无人问津的，身于狭窄暗处里的────,
0000000000000,ライター仲間,『あるだろ……他にいろいろ\nコンクールとか、コネとか……』,『但总归还是有点别的什么……值得你去关注的吧\n像是比赛啊，人际关系啊之类的……』,
0000000000000,ルポライター,だから……仕事が忙しすぎて\nそのための時間が取れないって話をしてる,所以说……工作太忙了\n根本没有多余的时间去做那些,
0000000000000,ライター仲間,『じゃあ、どうするんだ\n俺ら、もう若くないんだぞ』,『那，你打算怎么办\n我们，已经不年轻了啊』,
0000000000000,ルポライター,いやいや、全然若い方でしょ\nまだまだここから…………,不不，我们还很年轻吧\n这才刚刚开始…………,
0000000000000,ライター仲間,『はぁ……いいけどさ\n仕事は家庭を持ってたってできるだろ』,『唉……随便你吧\n但也得做到工作和家庭两头顾及吧』,
0000000000000,ルポライター,昼の光に夜の闇の深さが\nわかってたまるか、だ,白天的光，怎么可能\n理解得了黑夜的深沉,
0000000000000,ルポライター,満たされた人間で、良い仕事をした作家が\nどれくらいいるんだよ,有几个作家\n既能做到生活充实又能写出好作品的啊,
0000000000000,ライター仲間,『……夢を追うのは勝手だけど\nもう少し現実を見て────』,『……追逐梦想是你的自由\n但也要稍微看看现实────』,
0000000000000,ルポライター,……変わったな、お前,……你变了啊,
0000000000000,ライター仲間,『変わらない方がおかしいだろ……\nちゃんと見てるか、鏡』,『不变才奇怪吧……\n好好照照镜子吧』,
0000000000000,ルポライター,いつからそんな腑抜けたんだよ\nなんのためのライターだよ！,你什么时候变得这么没出息了\n你当记者是为了什么！,
0000000000000,ルポライター,現実？　言葉こそが現実そのものだっただろ\n言葉で炙り出してこそ、真の現実が────,现实？语言本身就是现实\n只有用语言揭露出来，真正的现实才会────,
0000000000000,ライター仲間,『現実、現実って……人の生活のことバカにするなら\nさっさと結果を出せよ！　その傑作とやらを』,『现实，现实，你这么说……是在瞧不起别人的生活吗\n那就赶紧拿出成果啊！你的杰作』,
0000000000000,ルポライター,────,────,
0000000000000,ルポライター,…………,…………,
0000000000000,ルポライター,……お世話になってます\n────,……承蒙关照\n────,
0000000000000,ルポライター,…………えっ,…………诶,
0000000000000,インストラクター,……こちらが\nイルミネーションスターズのみなさんです！,……这几位就是\nillumination STARS的各位！,
4001073040521,一同,よろしくお願いします！,请多关照！,
0000000000000,プロデューサー,……ああ、そうそう,……啊，对了,
0000000000000,プロデューサー,もうひとつ、みんなに共有なんだが────,还有一件事，要和大家说明一下────,
0000000000000,プロデューサー,みんな、ちょっといいか,大家，打扰一下,
0000000000000,プロデューサー,こちら、今日から取材していただく────,这位，从今天开始采访大家的────,
0000000000000,プロデューサー,撮影とは別に、特集記事を担当されるライターさんが\n取材で同行することになってるんだ,除了拍摄之外，负责专题报道的记者\n也会一起同行采访,
0000000000000,プロデューサー,タイミングでインタビューが挟まると思うけど\nよろしく頼むな,到时候可能会穿插一些采访\n就拜托你们了,
4001073040522,一同,よろしくお願いします！,请多关照！,
0000000000000,ルポライター,……\nこちらこそ、お願いします,……\n彼此彼此，请多关照，,
0000000000000,ルポライター,………………,………………,
0000000000000,ルポライター,…………なんで俺なんだ,…………为什么是我啊,
info,game_event_communications/400107304.json,,,
译者,,,,
