id,name,text,trans,
0,女子生徒,（アンティーカ────）,（L′Antica────）,
0,女子生徒,（彼も、聴いてるのかな……）,（他也，有在听吗……）,
4.00108E+12,摩美々,『ひろいものchat』,“关于拾物的闲聊”,
4.00108E+12,摩美々,ってことでー、今回からメインコーナーが\n変わりまぁす,如大家所见—，从这次开始\n主打话题换了哦,
4.00108E+12,結華,お、前回までは『なくしものchat』だったよね？\n今回からは『ひろいもの』？,哦，之前是聊“失物”对吧？\n那这次是“拾物”？,
4.00108E+12,摩美々,そうー\n落とし物を拾ったとか、そういう感じの,对啊\n就是聊聊捡到过的东西，之类的感觉,
4.00108E+12,摩美々,お便りも結構来てるみたいなんでー\n早速読んでいきまぁす,好像也收到了不少投稿\n那我就开始读了哦,
4.00108E+12,結華,はーいお願いしまーす,好的，拜托了,
4.00108E+12,摩美々,最初のお便りはぁ────\nラジオネーム『べるがも』さん,第一个投稿是────\n笔名是“贝尔加莫”的听众,
4.00108E+12,摩美々,『摩美々さん、こんばんは。私の『ひろいもの』は\nかつて私がなくした『なくしもの』でした』,“摩美美小姐，晚上好啊。我的‘拾物’是\n我曾失去过‘失物’”,
4.00108E+12,結華,……なるほど？,……是吗？,
4.00108E+12,摩美々,『私は高校生の頃、仲の良かった学校の先輩と\nお揃いのブレスレットを買いました』,“我高中的时候，和一个关系很好的学长\n一起买了一对手链”,这一段的前辈并没有点明性别，用『学长』问题不大，这是个中性词。但用『他』我担心会有偏重，所以改成了『对方』这个更中性的词。（仅供参考x
4.00108E+12,摩美々,『先輩が先に卒業してしまうので、\n卒業後も変わらず友達でいようと約束して』────,“因为学长先毕业，\n我们约定好毕业后也要一直是朋友”────,
0,リスナー３,それで、先輩が卒業する日の朝、付けていこうと\nしたら、なぜかそのブレスレットが見当たらなくて……,结果，学长毕业那天早上，我要戴手链时\n却怎么也找不到……,
0,リスナー３,探しても探しても、見つからなくて,无论我怎么找，就是找不到,
4.00108E+12,摩美々＆結華,『……』,“……”,
0,リスナー３,先輩に正直に話したんです\nでも、信じてもらえなくて……言い合いになっちゃって,我老实跟学长说了\n但对方不相信我……还吵了一架,
0,リスナー３,そのまま別れて\n連絡も取らなくなって────,然后就那样分别了\n也不再联系────,
0,リスナー３,それから５年くらい経って\n引っ越しをすることになったんですけど,之后过了大概5年\n要搬家了,
0,リスナー３,『引っ越し作業をしていたら\nベッドの隙間からブレスレットが出てきたんです』,“在搬东西的时候\n在床缝里发现了一条手链”,
4.00108E+12,摩美々＆結華,！,,
0,リスナー３,『なんで……って思いました\n正直、なくしたままの方がよかったっていうか──』,“为什么会这样呢……我这么想着\n说实话，要是真丢了反而会更好──”,
0,リスナー３,『ブレスレットを見ると、\n先輩とケンカ別れした日を思い出しちゃって……』,“看到那条手链，\n就想起和前辈吵架分手的那天……”,
0,リスナー３,『なんで今さら出てきたんだろうって……』,“为什么现在才出现呢……”,
4.00108E+12,摩美々＆結華,……,,
4.00108E+12,摩美々,そのブレスレット、どうしたんですかぁ？,那条手链，后来你怎么处理它了？,
0,リスナー３,『捨てようと思ったんですけど…………』,“我本来是想扔掉的…………”,
0,リスナー３,『捨てられませんでした』,“但最终没扔”,
4.00108E+12,摩美々＆結華,……,,
4.00108E+12,結華,……三峰が同じ状況でも、捨てられないだろうなぁ……,……要是要是三峰遇到同样的情况，也舍不得扔吧……,
4.00108E+12,結華,まみみんはどう？,摩美美你呢？,
4.00108E+12,摩美々,んー……,嗯……,
4.00108E+12,摩美々,どうだろう──,该怎么说呢──,
4.00108E+12,摩美々,私には、どうしても捨てられないもの、\n思いつかないから,我好像没有什么\n怎么也舍不得扔的东西,
4.00108E+12,摩美々,『私には、どうしても捨てられないもの、\n思いつかないから』,“我好像没有什么\n怎么也舍不得扔的东西”,
0,男子生徒,（──俺にもないな\nどうしても捨てられないものなんて）,（──我也没有\n什么东西是怎么也舍不得扔的）,
0,男子生徒,（誰かを好きになったって\nその気持ちすらなくなってくんだから……）,（即便喜欢上了某个人\n那种感觉也会消失……）,
0,男子生徒,（いつかは全部、なくなるんだ）,（迟早一切都会消失的）,
0,男子生徒,（ずっと続くものなんて……\nずっと残るものなんて、ないんだよな────）,（没有什么东西会一直存在……\n也没有什么东西会一直留在身边，没有────）,
0,プロデューサー,──よし、打ち合わせはこれくらいかな\nお茶淹れるよ,──好，差不多就这些吧\n我去泡茶,
0,プロデューサー,あ、そうだ\n俺もさ、考えてみたんだ,啊，对了\n我也想了一下,
4.00108E+12,摩美々,──何をですかぁ？,──想什么呢？,
0,プロデューサー,この間、『まみちゃ』で摩美々が言ってただろ\n『どうしても捨てられないものは思いつかない』って,前阵子，在“猫咪聊”节目里你说过吧\n“想不到有什么非扔不可的东西”,
4.00108E+12,摩美々,……,,
0,プロデューサー,俺はどうだろう、って思ってさ──,我就在想，我的话──,
0,プロデューサー,捨てられないもの、あったよ\nプロデューサーの仕事,我还是有扔不下的东西\n那就是制作人的工作,
0,プロデューサー,もちろん、捨てたいと思ってるわけでもないけど,当然，我也不是说想扔掉,
0,プロデューサー,誰かにそれを捨てた方がいいと言われたとしても\nどうしても捨てられないと思う,即使有人劝我扔掉的话\n我也绝对不扔,
4.00108E+12,摩美々,それでも捨てなきゃいけなかったら\nどうしますー？,即便必须扔掉的话\n你会怎么做？,
0,プロデューサー,絶対に捨てない,绝对不会扔,
4.00108E+12,摩美々,……強情ー,……固执——,
0,プロデューサー,ははっ\nまあ、これだけは無理だな,哈哈\n也是，这点我也没办法的,
4.00108E+12,摩美々,…………,,
4.00108E+12,摩美々,……,,
4.00108E+12,咲耶,『みんな、今何をしている？』,“大家现在在做什么呢？”,
4.00108E+12,結華,『テレビ見てた！』,“在看电视！”,
4.00108E+12,恋鐘,『うちは台本読んどった！！』,“我在背剧本！！”,
4.00108E+12,摩美々,『ネイル塗ってた』,“涂指甲油”,
4.00108E+12,霧子,『寝る支度中でした』,“准备睡觉了”,
4.00108E+12,咲耶,『私はみんなと撮った写真を見返していたよ』,“我在回看大家一起拍的照片哦”,
4.00108E+12,摩美々,……,,
0,off,もちろん、捨てたいと思ってるわけでもないけど,当然，我也不是说想扔掉,
0,off,誰かにそれを捨てた方がいいと言われたとしても\nどうしても捨てられないと思う,即使有人劝我扔掉的话\n我也绝对不扔,
4.00108E+12,摩美々,『今度』,“下次”,
4.00108E+12,摩美々,『また写真撮る？』,“再拍点照片吧？”,
4.00108E+12,摩美々,『みんなで』,“大家一起”,
info,game_event_communications/400107903.json,,,
译者,武田,,,
