id,name,text,trans,
4.00108E+12,咲耶,摩美々……？\nどうかした？,摩美美……？\n怎么了？,
4.00108E+12,摩美々,……や、別に,……没，没什么,
4.00108E+12,咲耶,おや、そんなふうにはぐらかされると\nますます気になるな,哦呀，被你这么应付\n我反而更好奇了,
4.00108E+12,摩美々,……,,
4.00108E+12,摩美々,なんか、似てたからぁ,只是觉得，有点像,
4.00108E+12,咲耶,？,,
4.00108E+12,摩美々,１回目のラジオの──\n彼女と別れたってお便りの話ー,和第一次广播的————\n那个关于分手的来信——,
4.00108E+12,咲耶,ああ……──,啊……,
4.00108E+12,咲耶,うん……\nそうだね,嗯……\n说的是啊,
4.00108E+12,摩美々,……咲耶だったら、どう答えたぁ？,……如果是咲耶你的话，会怎么回答？,
4.00108E+12,咲耶,……そうだな──\n答えと言えるかどうかはわからないけれど……,……这个嘛──\n不确定这算不算答案……,
4.00108E+12,咲耶,恋人同士は無理でも、友達として関係を続けることは\nできないか、提案したかもしれないね,虽然不能做恋人，但或许\n可以以朋友的身份继续关系,
4.00108E+12,摩美々,──ふーん……,──嗯……,
0,塾の講師,じゃ、ここ予習しとくようにー,那，这部分回去要预习哦,
0,女子生徒,────……,,
0,女子生徒,あっ,啊,
0,女子生徒,（このイヤホン……手滑るな……）,（这耳机……好滑……）,
0,女子生徒,──────,,
0,off,１日目,第一天,
0,塾の生徒１,ねー、帰りにコンビニ寄っていい？,对了，回去的路上去便利店吗？,
0,塾の生徒２,行こ行こー\nお腹減ったぁ,走吧走吧\n好饿啊,
0,女子生徒,（────帰って復習しないと……）,（────回去还得复习……）,
0,女子生徒,（……？\n────イヤホン？）,（……？\n────耳机？）,
0,女子生徒,（誰のだろ…………）,（是谁的呢…………）,
0,女子生徒,あ────,啊────,
0,女子生徒,（このラジオ…………\nいつも聴いてる────）,（这个广播…………\n我一直在听────）,
0,女子生徒,あのっ────\nイヤホン、落とした人いませんか？,那个────\n有人掉了耳机吗？,
0,女子生徒,──────,,
0,男子生徒,あ、やべ……\n俺だ,啊，糟了……\n是我的,
0,女子生徒,！,！,
0,女子生徒,あ、これ……\n落ちてて,啊，这个……\n掉在地上了,
0,男子生徒,すみません\nありがとうございます,对不起\n谢谢你,
0,女子生徒,あの──,那个──,
0,男子生徒,……え？,……嗯？,
0,女子生徒,……あ、ごめんなさい\nえっと…………,……啊，对不起\n那个…………,
0,女子生徒,そのラジオ、面白いですよね,那个广播，很有趣吧,
0,男子生徒,──ああ……そっか\nスマホで流しっぱにしてた……,──啊……原来是\n我手机一直在播……,
0,男子生徒,てか、知ってる人いるんだ……\nこのラジオ,居然还有别人在听啊\n这个广播……,
0,女子生徒,……いつも、聴いてて,……有哦，我一直在听,
0,男子生徒,そうなんすね……\n俺もこの番組すごい好きで、毎週────,是吗……\n我也超级喜欢这个节目，每周都听────,
0,女子生徒,こんな偶然あるんだ,真有这样的巧合啊,
0,女子生徒,こんな感じなんだ,原来是这样的感觉,
0,女子生徒,恋のはじまり,恋爱的开始,
0,女子生徒,でも,但是,
0,女子生徒,帰っていく生徒たちの中に\n彼はもういない,他已经不在\n在回家的学生们之中,
0,女子生徒,…………,,
0,女子生徒,何かが終わっても\nひとつの恋が終わっても,即使结束了\n即使一段恋情结束了,
0,女子生徒,私たちが好きだったラジオは\n今日も変わらず流れている,我们喜欢的广播\n今天依然在播放,
info,game_event_communications/400107902.json,,,
译者,武田,,,
